TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ IND,03/15/2022,W,48,135,54,105,51.4,15,40,37.5,12,20,60.0,18,33,51,38,10,11,11,16,33
DET,DET @ MIA,03/15/2022,L,48,98,37,80,46.3,10,34,29.4,14,22,63.6,6,33,39,23,13,6,5,30,-7
PHX,PHX @ NOP,03/15/2022,W,48,131,49,90,54.4,18,34,52.9,15,15,100,6,28,34,35,9,9,2,22,16
BKN,BKN @ ORL,03/15/2022,W,48,150,53,88,60.2,16,27,59.3,28,34,82.4,7,41,48,35,13,9,4,23,42
MIA,MIA vs. DET,03/15/2022,W,48,105,29,72,40.3,12,33,36.4,35,39,89.7,7,37,44,20,13,1,1,21,7
NOP,NOP vs. PHX,03/15/2022,L,48,115,43,86,50.0,12,34,35.3,17,24,70.8,13,32,45,29,17,7,4,19,-16
DEN,DEN @ PHI,03/14/2022,W,48,114,44,82,53.7,13,33,39.4,13,20,65.0,6,36,42,29,14,8,3,24,4
WAS,WAS @ GSW,03/14/2022,L,48,112,42,82,51.2,10,26,38.5,18,23,78.3,5,30,35,28,12,7,1,18,-14
OKC,OKC vs. CHA,03/14/2022,L,48,116,42,90,46.7,16,44,36.4,16,19,84.2,13,36,49,31,18,4,3,19,-18
MIL,MIL @ UTA,03/14/2022,W,48,117,40,86,46.5,12,31,38.7,25,29,86.2,6,36,42,21,14,10,3,19,6
GSW,GSW vs. WAS,03/14/2022,W,48,126,45,84,53.6,18,45,40.0,18,22,81.8,6,38,44,26,13,7,4,21,14
CLE,CLE vs. LAC,03/14/2022,W,53,120,41,86,47.7,15,30,50.0,23,32,71.9,12,37,49,28,12,7,4,19,9
SAC,SAC vs. CHI,03/14/2022,W,48,112,39,82,47.6,10,25,40.0,24,26,92.3,7,38,45,25,16,10,3,21,9
MIN,MIN @ SAS,03/14/2022,W,48,149,52,90,57.8,17,33,51.5,28,32,87.5,7,33,40,28,16,8,3,20,10
TOR,TOR @ LAL,03/14/2022,W,48,114,39,96,40.6,10,37,27.0,26,36,72.2,19,45,64,24,13,8,9,20,11
ATL,ATL vs. POR,03/14/2022,W,48,122,40,109,36.7,12,48,25.0,30,32,93.8,17,32,49,28,4,13,6,15,9
CHI,CHI @ SAC,03/14/2022,L,48,103,36,88,40.9,10,34,29.4,21,22,95.5,9,31,40,22,15,5,5,20,-9
UTA,UTA vs. MIL,03/14/2022,L,48,111,37,93,39.8,17,48,35.4,20,24,83.3,13,32,45,21,14,7,4,23,-6
CHA,CHA @ OKC,03/14/2022,W,48,134,49,91,53.8,20,35,57.1,16,21,76.2,8,29,37,33,6,12,7,17,18
PHI,PHI vs. DEN,03/14/2022,L,48,110,36,84,42.9,12,33,36.4,26,32,81.3,11,37,48,25,13,8,6,17,-4
LAC,LAC @ CLE,03/14/2022,L,53,111,43,98,43.9,12,36,33.3,13,17,76.5,12,31,43,29,11,5,8,24,-9
POR,POR @ ATL,03/14/2022,L,48,113,44,88,50.0,10,24,41.7,15,21,71.4,11,45,56,25,21,4,9,25,-9
SAS,SAS vs. MIN,03/14/2022,L,48,139,52,97,53.6,13,35,37.1,22,26,84.6,9,27,36,33,15,5,11,24,-10
LAL,LAL vs. TOR,03/14/2022,L,48,103,34,87,39.1,13,42,31.0,22,29,75.9,9,34,43,20,13,7,7,27,-11
LAL,LAL @ PHX,03/13/2022,L,48,111,36,81,44.4,16,40,40.0,23,31,74.2,7,30,37,24,19,4,2,14,-29
ORL,ORL vs. PHI,03/13/2022,L,53,114,41,91,45.1,18,43,41.9,14,20,70.0,8,42,50,28,12,7,7,27,-2
NYK,NYK @ BKN,03/13/2022,L,48,107,39,83,47.0,11,29,37.9,18,21,85.7,11,29,40,27,17,8,5,21,-3
ATL,ATL vs. IND,03/13/2022,W,48,131,46,84,54.8,17,38,44.7,22,24,91.7,9,27,36,27,12,9,3,21,3
DAL,DAL @ BOS,03/13/2022,W,48,95,33,74,44.6,15,37,40.5,14,19,73.7,4,38,42,20,18,7,5,16,3
OKC,OKC vs. MEM,03/13/2022,L,48,118,41,97,42.3,13,41,31.7,23,28,82.1,14,30,44,25,11,7,8,21,-7
BKN,BKN vs. NYK,03/13/2022,W,48,110,44,89,49.4,6,29,20.7,16,22,72.7,12,27,39,30,14,11,3,19,3
HOU,HOU @ NOP,03/13/2022,L,48,105,39,77,50.6,12,31,38.7,15,25,60.0,9,30,39,24,25,3,4,26,-25
PHI,PHI @ ORL,03/13/2022,W,53,116,35,92,38.0,14,37,37.8,32,37,86.5,10,35,45,21,8,7,3,17,2
NOP,NOP vs. HOU,03/13/2022,W,48,130,48,93,51.6,10,32,31.3,24,34,70.6,14,31,45,30,11,17,3,20,25
IND,IND @ ATL,03/13/2022,L,48,128,46,89,51.7,15,35,42.9,21,26,80.8,15,28,43,23,15,7,4,21,-3
DET,DET vs. LAC,03/13/2022,L,48,102,36,80,45.0,12,29,41.4,18,20,90.0,8,36,44,23,10,3,4,18,-4
BOS,BOS vs. DAL,03/13/2022,L,48,92,33,88,37.5,9,37,24.3,17,19,89.5,11,34,45,16,11,8,3,12,-3
MEM,MEM @ OKC,03/13/2022,W,48,125,48,102,47.1,11,29,37.9,18,20,90.0,20,37,57,30,13,8,5,20,7
LAC,LAC @ DET,03/13/2022,W,48,106,40,89,44.9,10,30,33.3,16,20,80.0,11,35,46,25,6,5,3,15,4
PHX,PHX vs. LAL,03/13/2022,W,48,140,58,102,56.9,12,33,36.4,12,14,85.7,14,37,51,36,11,12,5,24,29
SAS,SAS vs. IND,03/12/2022,L,48,108,42,102,41.2,11,34,32.4,13,16,81.3,15,37,52,28,12,6,3,15,-11
POR,POR vs. WAS,03/12/2022,W,48,127,48,93,51.6,11,30,36.7,20,22,90.9,12,31,43,21,11,10,3,21,9
GSW,GSW vs. MIL,03/12/2022,W,48,122,45,93,48.4,18,45,40.0,14,15,93.3,12,43,55,33,12,3,7,19,13
CHI,CHI vs. CLE,03/12/2022,W,48,101,39,88,44.3,9,21,42.9,14,15,93.3,8,38,46,20,14,12,5,18,10
CLE,CLE @ CHI,03/12/2022,L,48,91,36,86,41.9,5,24,20.8,14,17,82.4,5,35,40,19,14,7,4,19,-10
MIN,MIN @ MIA,03/12/2022,W,48,113,35,83,42.2,15,42,35.7,28,32,87.5,6,40,46,21,15,12,5,19,9
IND,IND @ SAS,03/12/2022,W,48,119,45,92,48.9,14,36,38.9,15,15,100,9,38,47,23,13,6,10,20,11
DEN,DEN vs. TOR,03/12/2022,L,48,115,43,78,55.1,11,27,40.7,18,24,75.0,9,30,39,32,19,4,5,23,-12
MIA,MIA vs. MIN,03/12/2022,L,48,104,35,88,39.8,15,45,33.3,19,25,76.0,11,42,53,23,18,7,1,24,-9
SAC,SAC @ UTA,03/12/2022,L,48,125,47,94,50.0,13,33,39.4,18,21,85.7,8,25,33,27,7,6,3,20,-9
,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL @ GSW,03/12/2022,L,48,109,38,92,41.3,17,44,38.6,16,23,69.6,8,31,39,27,5,8,2,16,-13
TOR,TOR @ DEN,03/12/2022,W,48,127,48,102,47.1,12,31,38.7,19,25,76.0,23,27,50,28,8,12,6,23,12
WAS,WAS @ POR,03/12/2022,L,48,118,39,83,47.0,14,34,41.2,26,27,96.3,9,26,35,26,15,7,8,16,-9
UTA,UTA vs. SAC,03/12/2022,W,48,134,48,86,55.8,16,41,39.0,22,31,71.0,10,34,44,21,10,4,5,20,9
LAC,LAC @ ATL,03/11/2022,L,48,106,40,82,48.8,12,32,37.5,14,17,82.4,6,30,36,22,12,7,3,20,-6
SAS,SAS vs. UTA,03/11/2022,W,48,104,34,85,40.0,6,29,20.7,30,43,69.8,14,40,54,15,13,8,6,20,2
LAL,LAL vs. WAS,03/11/2022,W,48,122,48,91,52.7,14,31,45.2,12,17,70.6,7,30,37,25,9,5,3,25,13
PHX,PHX vs. TOR,03/11/2022,L,48,112,44,88,50.0,11,36,30.6,13,17,76.5,5,35,40,27,16,7,8,23,-5
NOP,NOP vs. CHA,03/11/2022,L,48,120,43,86,50.0,15,39,38.5,19,25,76.0,13,27,40,31,17,9,2,21,-22
HOU,HOU vs. DAL,03/11/2022,L,48,100,41,86,47.7,6,30,20.0,12,19,63.2,5,34,39,29,13,9,3,23,-13
DET,DET @ BOS,03/11/2022,L,48,103,35,83,42.2,10,34,29.4,23,24,95.8,11,31,42,21,14,4,4,22,-11
BOS,BOS vs. DET,03/11/2022,W,48,114,42,90,46.7,6,32,18.8,24,30,80.0,13,34,47,23,9,10,3,19,11
WAS,WAS @ LAL,03/11/2022,L,48,109,39,85,45.9,9,27,33.3,22,33,66.7,14,33,47,21,11,6,6,18,-13
MIA,MIA vs. CLE,03/11/2022,W,48,117,41,86,47.7,11,35,31.4,24,27,88.9,8,34,42,28,9,9,6,26,12
DAL,DAL @ HOU,03/11/2022,W,48,113,40,88,45.5,11,36,30.6,22,28,78.6,12,35,47,20,14,6,8,21,13
UTA,UTA @ SAS,03/11/2022,L,48,102,37,92,40.2,13,40,32.5,15,23,65.2,16,41,57,20,17,10,8,26,-2
ATL,ATL vs. LAC,03/11/2022,W,48,112,43,90,47.8,9,31,29.0,17,19,89.5,15,32,47,28,10,5,3,19,6
NYK,NYK @ MEM,03/11/2022,L,48,114,38,90,42.2,10,25,40.0,28,37,75.7,15,39,54,23,16,8,6,31,-4
CHA,CHA @ NOP,03/11/2022,W,48,142,52,87,59.8,22,47,46.8,16,20,80.0,6,32,38,41,14,11,1,23,22
MEM,MEM vs. NYK,03/11/2022,W,48,118,46,104,44.2,9,26,34.6,17,29,58.6,19,35,54,23,10,8,16,27,4
MIN,MIN @ ORL,03/11/2022,L,48,110,41,90,45.6,15,45,33.3,13,13,100,5,32,37,24,9,8,5,24,-8
ORL,ORL vs. MIN,03/11/2022,W,48,118,40,86,46.5,16,40,40.0,22,25,88.0,10,39,49,31,12,4,3,11,8
TOR,TOR @ PHX,03/11/2022,W,48,117,42,94,44.7,14,32,43.8,19,21,90.5,12,36,48,19,17,11,4,19,5
CLE,CLE @ MIA,03/11/2022,L,48,105,35,79,44.3,8,25,32.0,27,29,93.1,7,33,40,25,18,5,2,23,-12
DEN,DEN vs. GSW,03/10/2022,L,48,102,35,84,41.7,7,31,22.6,25,32,78.1,12,37,49,19,13,5,6,20,-11
GSW,GSW @ DEN,03/10/2022,W,48,113,42,88,47.7,14,42,33.3,15,20,75.0,8,28,36,26,8,9,4,25,11
BKN,BKN @ PHI,03/10/2022,W,48,129,51,91,56.0,18,40,45.0,9,17,52.9,10,35,45,29,12,13,15,22,29
PHI,PHI vs. BKN,03/10/2022,L,48,100,30,93,32.3,14,36,38.9,26,30,86.7,17,33,50,19,20,5,5,19,-29
BOS,BOS @ CHA,03/09/2022,W,48,115,46,93,49.5,12,37,32.4,11,14,78.6,16,31,47,30,11,10,8,20,14
ORL,ORL @ NOP,03/09/2022,W,48,108,36,76,47.4,14,37,37.8,22,26,84.6,7,38,45,25,19,4,1,20,6
LAL,LAL @ HOU,03/09/2022,L,53,130,47,101,46.5,18,47,38.3,18,26,69.2,12,36,48,25,16,10,7,21,-9
UTA,UTA vs. POR,03/09/2022,W,48,123,42,81,51.9,17,46,37.0,22,27,81.5,6,44,50,31,9,3,5,23,38
MIA,MIA vs. PHX,03/09/2022,L,48,90,35,88,39.8,10,33,30.3,10,13,76.9,6,32,38,27,15,8,5,9,-21
TOR,TOR @ SAS,03/09/2022,W,48,119,41,85,48.2,11,30,36.7,26,28,92.9,13,34,47,12,10,7,1,23,15
LAC,LAC vs. WAS,03/09/2022,W,48,115,43,86,50.0,16,32,50.0,13,13,100,7,34,41,21,12,6,10,15,6
CHI,CHI @ DET,03/09/2022,W,48,114,40,76,52.6,3,15,20.0,31,35,88.6,2,31,33,19,11,13,0,15,6
POR,POR @ UTA,03/09/2022,L,48,85,29,89,32.6,9,36,25.0,18,22,81.8,9,27,36,19,10,4,2,23,-38
MIN,MIN vs. OKC,03/09/2022,W,48,132,45,86,52.3,22,52,42.3,20,26,76.9,6,42,48,34,14,10,5,18,30
NOP,NOP vs. ORL,03/09/2022,L,48,102,41,93,44.1,7,31,22.6,13,18,72.2,10,31,41,23,11,11,2,22,-6
NYK,NYK @ DAL,03/09/2022,W,48,107,36,84,42.9,9,34,26.5,26,33,78.8,14,41,55,20,13,3,3,25,30
ATL,ATL @ MIL,03/09/2022,L,48,115,43,86,50.0,11,38,28.9,18,22,81.8,7,37,44,26,9,6,3,20,-9
SAC,SAC vs. DEN,03/09/2022,L,48,100,38,85,44.7,12,34,35.3,12,18,66.7,8,30,38,24,16,11,5,22,-6
WAS,WAS @ LAC,03/09/2022,L,48,109,41,87,47.1,10,27,37.0,17,20,85.0,9,32,41,26,13,10,3,13,-6
CHA,CHA vs. BOS,03/09/2022,L,48,101,36,85,42.4,8,33,24.2,21,28,75.0,15,31,46,18,16,8,7,15,-14
MIL,MIL vs. ATL,03/09/2022,W,48,124,47,94,50.0,12,35,34.3,18,23,78.3,11,39,50,24,9,7,2,19,9
DAL,DAL vs. NYK,03/09/2022,L,48,77,27,86,31.4,6,44,13.6,17,25,68.0,12,25,37,11,8,3,4,24,-30
DET,DET vs. CHI,03/09/2022,L,48,108,42,82,51.2,11,31,35.5,13,17,76.5,5,27,32,25,16,6,3,25,-6
SAS,SAS vs. TOR,03/09/2022,L,48,104,38,84,45.2,9,32,28.1,19,20,95.0,7,29,36,24,14,5,4,18,-15
OKC,OKC @ MIN,03/09/2022,L,48,102,36,87,41.4,14,43,32.6,16,24,66.7,9,33,42,26,16,8,0,18,-30
PHX,PHX @ MIA,03/09/2022,W,48,111,45,99,45.5,11,37,29.7,10,10,100,14,41,55,26,15,8,5,18,21
