TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX @ BOS,04/22/2021,L,48,86,36,88,40.9,6,35,17.1,8,9,88.9,10,28,38,18,17,10,2,23,-13
PHI,PHI @ MIL,04/22/2021,L,48,117,46,91,50.5,12,27,44.4,13,18,72.2,7,26,33,27,9,7,3,17,-7
BOS,BOS vs. PHX,04/22/2021,W,48,99,33,77,42.9,12,40,30.0,21,24,87.5,10,38,48,20,23,7,2,12,13
CHI,CHI vs. CHA,04/22/2021,W,48,108,43,87,49.4,14,43,32.6,8,11,72.7,11,39,50,30,18,8,2,14,17
MIL,MIL vs. PHI,04/22/2021,W,48,124,45,81,55.6,20,40,50.0,14,23,60.9,6,39,45,32,16,6,8,16,7
DAL,DAL vs. LAL,04/22/2021,W,48,115,40,82,48.8,9,24,37.5,26,36,72.2,9,29,38,23,12,11,5,15,5
SAS,SAS vs. DET,04/22/2021,W,48,106,37,80,46.3,11,24,45.8,21,27,77.8,11,32,43,28,10,12,7,19,15
ORL,ORL vs. NOP,04/22/2021,L,48,100,36,98,36.7,13,36,36.1,15,19,78.9,13,27,40,13,6,6,6,18,-35
GSW,GSW @ WAS,04/21/2021,L,48,114,40,101,39.6,15,45,33.3,19,21,90.5,10,34,44,22,17,15,5,23,-4
SAS,SAS vs. MIA,04/21/2021,L,48,87,31,77,40.3,10,35,28.6,15,20,75.0,7,31,38,21,11,1,7,15,-20
OKC,OKC @ IND,04/21/2021,L,48,116,48,104,46.2,9,29,31.0,11,16,68.8,17,38,55,26,17,8,3,18,-6
BKN,BKN @ TOR,04/21/2021,L,48,103,36,91,39.6,13,41,31.7,18,23,78.3,12,38,50,19,13,3,6,17,-11
LAC,LAC vs. MEM,04/21/2021,W,48,117,38,84,45.2,14,27,51.9,27,36,75.0,10,33,43,28,13,4,5,17,12
PHX,PHX @ PHI,04/21/2021,W,48,116,41,86,47.7,15,42,35.7,19,21,90.5,10,23,33,30,10,7,8,21,3
DEN,DEN @ POR,04/21/2021,W,48,106,39,88,44.3,13,39,33.3,15,17,88.2,16,30,46,24,14,7,5,16,1
MIN,MIN @ SAC,04/21/2021,L,48,125,46,87,52.9,15,34,44.1,18,22,81.8,9,25,34,30,12,7,4,21,-3
TOR,TOR vs. BKN,04/21/2021,W,48,114,39,90,43.3,18,47,38.3,18,21,85.7,9,39,48,23,11,7,8,20,11
ATL,ATL @ NYK,04/21/2021,L,53,127,49,102,48.0,12,34,35.3,17,24,70.8,12,29,41,28,10,10,3,18,-10
DET,DET @ DAL,04/21/2021,L,48,117,40,79,50.6,13,32,40.6,24,31,77.4,7,35,42,30,14,2,2,24,-10
DAL,DAL vs. DET,04/21/2021,W,48,127,46,92,50.0,16,43,37.2,19,26,73.1,11,32,43,25,6,8,2,22,10
PHI,PHI vs. PHX,04/21/2021,L,48,113,41,80,51.3,13,25,52.0,18,26,69.2,14,30,44,24,17,7,7,19,-3
WAS,WAS vs. GSW,04/21/2021,W,48,118,38,91,41.8,10,28,35.7,32,38,84.2,15,46,61,23,23,12,7,16,4
IND,IND vs. OKC,04/21/2021,W,48,122,46,101,45.5,14,40,35.0,16,20,80.0,14,33,47,30,11,13,7,16,6
UTA,UTA @ HOU,04/21/2021,W,48,112,41,90,45.6,17,46,37.0,13,16,81.3,9,52,61,27,12,7,4,16,23
CLE,CLE vs. CHI,04/21/2021,W,48,121,45,88,51.1,16,36,44.4,15,19,78.9,9,32,41,27,12,8,1,19,16
SAC,SAC vs. MIN,04/21/2021,W,48,128,43,74,58.1,17,33,51.5,25,31,80.6,4,29,33,29,14,7,5,20,3
HOU,HOU vs. UTA,04/21/2021,L,48,89,35,99,35.4,10,49,20.4,9,17,52.9,12,38,50,17,11,7,5,21,-23
NYK,NYK vs. ATL,04/21/2021,W,53,137,49,91,53.8,19,35,54.3,20,25,80.0,8,41,49,29,17,8,3,19,10
MEM,MEM @ LAC,04/21/2021,L,48,105,38,84,45.2,13,30,43.3,16,23,69.6,11,31,42,19,13,6,8,29,-12
POR,POR vs. DEN,04/21/2021,L,48,105,40,87,46.0,12,36,33.3,13,15,86.7,9,32,41,21,11,7,2,16,-1
MIA,MIA @ SAS,04/21/2021,W,48,107,39,83,47.0,13,31,41.9,16,20,80.0,9,35,44,28,8,8,1,20,20
CHI,CHI @ CLE,04/21/2021,L,48,105,39,79,49.4,13,37,35.1,14,18,77.8,7,34,41,27,20,6,4,24,-16
NOP,NOP vs. BKN,04/20/2021,L,48,129,51,91,56.0,12,33,36.4,15,24,62.5,7,30,37,28,13,5,2,21,-5
ORL,ORL @ ATL,04/20/2021,L,48,96,34,86,39.5,8,37,21.6,20,29,69.0,6,34,40,13,10,11,3,19,-16
ATL,ATL vs. ORL,04/20/2021,W,48,112,39,94,41.5,9,34,26.5,25,29,86.2,18,47,65,20,14,6,3,22,16
CHA,CHA @ NYK,04/20/2021,L,48,97,39,86,45.3,16,39,41.0,3,8,37.5,11,28,39,26,13,6,3,10,-12
SAC,SAC vs. MIN,04/20/2021,L,48,120,44,97,45.4,18,42,42.9,14,16,87.5,13,26,39,28,11,10,3,17,-14
BKN,BKN @ NOP,04/20/2021,W,48,134,49,89,55.1,14,37,37.8,22,28,78.6,10,34,44,30,13,7,2,21,5
MIN,MIN @ SAC,04/20/2021,W,48,134,51,90,56.7,18,43,41.9,14,19,73.7,12,38,50,34,18,5,9,16,14
POR,POR vs. LAC,04/20/2021,L,48,112,42,94,44.7,14,44,31.8,14,19,73.7,13,29,42,22,6,7,4,16,-1
NYK,NYK vs. CHA,04/20/2021,W,48,109,40,83,48.2,18,45,40.0,11,12,91.7,11,28,39,22,12,5,6,13,12
LAC,LAC @ POR,04/20/2021,W,48,113,45,90,50.0,11,38,28.9,12,15,80.0,10,35,45,24,10,3,3,15,1
WAS,WAS vs. OKC,04/19/2021,W,48,119,46,91,50.5,10,31,32.3,17,29,58.6,8,34,42,31,12,8,2,19,12
CHI,CHI @ BOS,04/19/2021,W,48,102,41,91,45.1,11,32,34.4,9,10,90.0,9,31,40,30,12,11,8,15,6
GSW,GSW @ PHI,04/19/2021,W,48,107,34,76,44.7,14,32,43.8,25,32,78.1,6,39,45,15,16,2,5,19,11
UTA,UTA @ LAL,04/19/2021,W,48,111,43,75,57.3,15,33,45.5,10,11,90.9,2,40,42,29,17,5,5,20,14
MEM,MEM @ DEN,04/19/2021,L,58,137,51,107,47.7,17,40,42.5,18,24,75.0,10,37,47,33,15,15,3,24,-2
BOS,BOS vs. CHI,04/19/2021,L,48,96,36,77,46.8,10,25,40.0,14,15,93.3,3,36,39,21,16,8,3,15,-6
PHI,PHI vs. GSW,04/19/2021,L,48,96,35,89,39.3,12,32,37.5,14,18,77.8,10,32,42,26,13,9,6,21,-11
DET,DET vs. CLE,04/19/2021,W,48,109,42,86,48.8,10,27,37.0,15,21,71.4,10,34,44,25,17,8,5,22,4
,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN vs. MEM,04/19/2021,W,58,139,51,102,50.0,15,39,38.5,22,26,84.6,13,45,58,30,24,6,6,19,2
OKC,OKC @ WAS,04/19/2021,L,48,107,36,83,43.4,13,33,39.4,22,27,81.5,9,39,48,23,19,6,2,26,-12
CLE,CLE @ DET,04/19/2021,L,48,105,42,86,48.8,5,26,19.2,16,20,80.0,9,30,39,24,18,9,8,21,-4
LAL,LAL vs. UTA,04/19/2021,L,48,97,34,79,43.0,12,28,42.9,17,25,68.0,5,27,32,17,10,10,1,14,-14
HOU,HOU @ MIA,04/19/2021,L,48,91,33,85,38.8,9,38,23.7,16,17,94.1,6,35,41,20,13,8,3,7,-22
MIA,MIA vs. HOU,04/19/2021,W,48,113,45,93,48.4,19,48,39.6,4,7,57.1,11,41,52,31,15,7,5,19,22
MIL,MIL vs. PHX,04/19/2021,L,53,127,49,102,48.0,11,34,32.4,18,19,94.7,9,42,51,19,12,7,3,15,-1
PHX,PHX @ MIL,04/19/2021,W,53,128,51,106,48.1,17,42,40.5,9,10,90.0,8,37,45,28,11,7,4,16,1
SAS,SAS @ IND,04/19/2021,W,48,109,36,84,42.9,8,28,28.6,29,35,82.9,9,48,57,27,12,4,4,23,15
IND,IND vs. SAS,04/19/2021,L,48,94,34,104,32.7,8,34,23.5,18,27,66.7,14,40,54,20,7,4,7,27,-15
CHA,CHA vs. POR,04/18/2021,W,48,109,39,83,47.0,18,43,41.9,13,17,76.5,7,39,46,26,14,6,8,25,8
MIA,MIA vs. BKN,04/18/2021,W,48,109,38,87,43.7,16,39,41.0,17,21,81.0,16,37,53,28,17,9,1,13,2
NOP,NOP @ NYK,04/18/2021,L,53,112,41,101,40.6,6,27,22.2,24,30,80.0,20,32,52,25,13,6,4,16,-10
TOR,TOR vs. OKC,04/18/2021,W,48,112,37,96,38.5,17,38,44.7,21,24,87.5,16,31,47,23,15,9,5,15,6
MIN,MIN @ LAC,04/18/2021,L,48,105,36,88,40.9,17,45,37.8,16,21,76.2,6,31,37,27,11,6,7,21,-19
POR,POR @ CHA,04/18/2021,L,48,101,36,91,39.6,10,36,27.8,19,28,67.9,13,34,47,18,9,7,3,17,-8
LAC,LAC vs. MIN,04/18/2021,W,48,124,45,89,50.6,21,42,50.0,13,17,76.5,8,40,48,31,15,6,3,26,19
ORL,ORL vs. HOU,04/18/2021,L,48,110,41,91,45.1,11,32,34.4,17,19,89.5,9,27,36,28,15,10,5,19,-4
OKC,OKC @ TOR,04/18/2021,L,48,106,37,82,45.1,14,33,42.4,18,21,85.7,9,37,46,22,23,6,8,19,-6
NYK,NYK vs. NOP,04/18/2021,W,53,122,45,95,47.4,11,29,37.9,21,24,87.5,13,36,49,27,13,9,6,26,10
DAL,DAL vs. SAC,04/18/2021,L,48,107,39,87,44.8,16,48,33.3,13,20,65.0,10,32,42,15,14,3,8,20,-14
IND,IND @ ATL,04/18/2021,L,48,117,45,92,48.9,10,32,31.3,17,20,85.0,8,33,41,33,12,7,5,27,-12
HOU,HOU @ ORL,04/18/2021,W,48,114,42,82,51.2,16,34,47.1,14,20,70.0,10,33,43,26,19,7,7,21,4
ATL,ATL vs. IND,04/18/2021,W,48,129,45,92,48.9,13,32,40.6,26,34,76.5,14,37,51,20,10,8,7,19,12
BKN,BKN @ MIA,04/18/2021,L,48,107,39,82,47.6,17,43,39.5,12,18,66.7,8,30,38,26,11,10,6,17,-2
SAC,SAC @ DAL,04/18/2021,W,48,121,44,89,49.4,11,24,45.8,22,25,88.0,10,32,42,22,8,11,3,19,14
DET,DET @ WAS,04/17/2021,L,48,100,37,84,44.0,9,27,33.3,17,23,73.9,9,36,45,19,18,7,6,20,-21
SAS,SAS @ PHX,04/17/2021,W,48,111,45,89,50.6,12,29,41.4,9,12,75.0,5,41,46,23,13,10,9,17,26
WAS,WAS vs. DET,04/17/2021,W,48,121,50,94,53.2,9,16,56.3,12,19,63.2,10,38,48,25,14,11,6,24,21
CHI,CHI vs. CLE,04/17/2021,W,48,106,41,82,50.0,16,40,40.0,8,9,88.9,4,34,38,30,10,6,2,15,10
LAL,LAL vs. UTA,04/17/2021,W,53,127,48,93,51.6,11,33,33.3,20,23,87.0,11,41,52,26,15,8,8,14,12
MEM,MEM @ MIL,04/17/2021,W,48,128,51,93,54.8,15,40,37.5,11,12,91.7,7,36,43,31,11,10,3,18,13
PHX,PHX vs. SAS,04/17/2021,L,48,85,36,90,40.0,6,27,22.2,7,16,43.8,15,33,48,19,14,7,2,14,-26
BOS,BOS vs. GSW,04/17/2021,W,48,119,44,94,46.8,15,46,32.6,16,20,80.0,14,31,45,18,9,9,2,18,5
MIL,MIL vs. MEM,04/17/2021,L,48,115,39,91,42.9,16,47,34.0,21,27,77.8,13,32,45,27,16,7,1,8,-13
UTA,UTA @ LAL,04/17/2021,L,53,115,42,101,41.6,23,59,39.0,8,8,100,6,31,37,31,16,10,3,21,-12
CLE,CLE @ CHI,04/17/2021,L,48,96,39,88,44.3,12,30,40.0,6,7,85.7,11,33,44,27,11,6,1,10,-10
GSW,GSW @ BOS,04/17/2021,L,48,114,41,80,51.3,17,40,42.5,15,20,75.0,8,32,40,22,18,6,2,23,-5
MIA,MIA @ MIN,04/16/2021,L,48,111,39,80,48.8,14,34,41.2,19,26,73.1,7,26,33,33,14,11,5,28,-8
NOP,NOP @ WAS,04/16/2021,L,53,115,40,97,41.2,7,28,25.0,28,33,84.8,11,45,56,26,16,11,7,22,-2
WAS,WAS vs. NOP,04/16/2021,W,53,117,45,96,46.9,4,27,14.8,23,32,71.9,3,43,46,24,13,5,7,24,2
MIN,MIN vs. MIA,04/16/2021,W,48,119,42,81,51.9,15,36,41.7,20,29,69.0,10,35,45,30,21,8,2,22,8
UTA,UTA vs. IND,04/16/2021,W,48,119,42,87,48.3,16,42,38.1,19,24,79.2,10,46,56,22,21,5,6,19,8
IND,IND @ UTA,04/16/2021,L,48,111,41,105,39.0,13,39,33.3,16,17,94.1,14,29,43,23,10,13,3,19,-8
BKN,BKN vs. CHA,04/16/2021,W,48,130,47,85,55.3,21,41,51.2,15,16,93.8,7,30,37,35,18,12,5,17,15
LAC,LAC @ PHI,04/16/2021,L,48,103,37,82,45.1,19,39,48.7,10,16,62.5,8,35,43,26,19,6,3,26,-3
TOR,TOR vs. ORL,04/16/2021,W,48,113,41,82,50.0,14,35,40.0,17,18,94.4,8,34,42,24,17,6,10,24,11
PHI,PHI vs. LAC,04/16/2021,W,48,106,35,83,42.2,14,44,31.8,22,30,73.3,11,35,46,21,13,13,7,19,3
NYK,NYK @ DAL,04/16/2021,W,48,117,44,86,51.2,14,28,50.0,15,21,71.4,9,36,45,22,10,4,5,20,8
DET,DET vs. OKC,04/16/2021,W,48,110,38,90,42.2,10,35,28.6,24,34,70.6,15,39,54,22,18,13,7,24,6
